Mesa;Usuario;Fecha;Hora;Estado;Producto;Cantidad;Comentario;Precio;Producto;Cantidad;Comentario;Precio;Producto;Cantidad;Comentario;Precio;Total
5;Juan Morales;3/04/2024;6:55:00 p. m.;Terminado;Paella Valenciana;3;Sin ajonjoli;41500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;227700
1;Elizabeth Restrepo;4/04/2024;6:58:00 p. m.;Terminado;Punta de anca;3;Termino Medio;44500;Limonada saborizada;3;De cereza;9500;Tiramisú;3;Con endulzante;24900;236700
1;Elizabeth Restrepo;5/04/2024;6:59:00 p. m.;Terminado;Lomo salteado;2;Termino azul;44500;Limonada saborizada;2;De Coco;9500;Tiramisú;2;Con endulzante;24900;157800
2;Juan Morales;6/04/2024;7:00:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
3;Elizabeth Restrepo;7/04/2024;8:01:00 p. m.;Terminado;Rulet de pollo;3;Termino medio;37900;Limonada saborizada;3;De cereza;9500;Tiramisú;3;Con endulzante;24900;216900
3;Norbey Hernández;8/04/2024;8:04:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
3;Juan Morales;9/04/2024;8:10:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
4;Norbey Hernández;10/04/2024;8:12:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
4;Elizabeth Restrepo;11/04/2024;8:14:00 p. m.;Terminado;Punta de anca;5;Termino Medio;44500;Limonada saborizada;5;De cereza;9500;Tiramisú;5;Con endulzante;24900;394500
5;Norbey Hernández;12/04/2024;8:17:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
5;Elizabeth Restrepo;13/04/2024;8:19:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
5;Juan Morales;14/04/2024;8:23:00 p. m.;Terminado;Rulet de pollo;4;Termino medio;37900;Limonada saborizada;4;De cereza;9500;Tiramisú;4;Con endulzante;24900;289200
1;Juan Morales;15/04/2024;8:26:00 p. m.;Terminado;Punta de anca;2;Termino Medio;44500;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;157800
5;Elizabeth Restrepo;16/04/2024;8:32:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
2;Norbey Hernández;17/04/2024;8:40:00 p. m.;Terminado;Punta de anca;1;Termino Medio;44500;Limonada saborizada;1;De cereza;9500;Tiramisú;1;Con endulzante;24900;78900
3;Elizabeth Restrepo;18/04/2024;8:48:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
4;Elizabeth Restrepo;19/04/2024;8:53:00 p. m.;Terminado;Rulet de pollo;1;Termino medio;37900;Limonada saborizada;1;De cereza;9500;Tiramisú;1;Con endulzante;24900;72300
4;Norbey Hernández;20/04/2024;8:58:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
3;Juan Morales;21/04/2024;9:04:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
1;Elizabeth Restrepo;22/04/2024;9:10:00 p. m.;Terminado;Lomo de res;3;Bien cocido;42000;Limonda Natural;3;Con Azucar ;9000;Tiramisú;3;Con endulzante;24900;227700
2;Elizabeth Restrepo;23/04/2024;9:12:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
4;Juan Morales;24/04/2024;9:14:00 p. m.;Terminado;Rulet de pollo;3;Termino medio;37900;Limonada saborizada;3;De cereza;9500;Tiramisú;3;Con endulzante;24900;216900
5;Elizabeth Restrepo;25/04/2024;9:17:00 p. m.;Terminado;Paella Valenciana;1;Sin ajonjoli;41500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;75900
3;Norbey Hernández;26/04/2024;9:19:00 p. m.;Terminado;Rulet de pollo;4;Termino medio;37900;Limonada saborizada;4;De cereza;9500;Tiramisú;4;Con endulzante;24900;289200
1;Juan Morales;27/04/2024;9:23:00 p. m.;Terminado;Tiramisú;2;Con endulzante;24900;Te helado;2;Sin azucar;8000;Te helado;2;Sin azucar;8000;81800
2;Juan Morales;28/04/2024;9:26:00 p. m.;Terminado;Churrasco;2;Termino azul;44500;Limonada saborizada;2;De Coco;9500;Tiramisú;2;Con endulzante;24900;157800
2;Juan Morales;29/04/2024;9:32:00 p. m.;Terminado;Lomo salteado;3;Termino azul;44500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;236700
1;Norbey Hernández;30/04/2024;9:40:00 p. m.;Terminado;Punta de anca;1;Termino Medio;44500;Limonada saborizada;1;De cereza;9500;Tiramisú;1;Con endulzante;24900;78900
3;Elizabeth Restrepo;1/05/2024;9:48:00 p. m.;Terminado;Lomo de res;3;Bien cocido;42000;Limonda Natural;3;Con Azucar ;9000;Tiramisú;3;Con endulzante;24900;227700
4;Juan Morales;2/05/2024;9:53:00 p. m.;Terminado;brazo de reina;1;Sin azucar;22000;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;56400
3;Elizabeth Restrepo;3/05/2024;9:58:00 p. m.;Terminado;Punta de anca;2;Termino Medio;44500;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;157800
2;Norbey Hernández;4/05/2024;10:02:00 p. m.;Terminado;Lomo de res;5;Bien cocido;42000;Limonda Natural;5;Con Azucar ;9000;Tiramisú;5;Con endulzante;24900;379500
3;Norbey Hernández;5/05/2024;10:05:00 p. m.;Terminado;Rulet de pollo;4;Termino medio;37900;Limonada saborizada;4;De cereza;9500;Tiramisú;4;Con endulzante;24900;289200
1;Norbey Hernández;6/05/2024;10:08:00 p. m.;Terminado;Postre Tentación;1;Con endulzante;23900;Limonada Natural;1;Con endulzante;9000;Limonda Natural;1;Con endulzante;9000;41900
3;Juan Morales;7/05/2024;10:10:00 p. m.;Terminado;Punta de anca;3;Termino Medio;44500;Limonada saborizada;3;De cereza;9500;Tiramisú;3;Con endulzante;24900;236700
2;Norbey Hernández;8/05/2024;10:20:00 p. m.;Terminado;Churrasco;3;Termino azul;44500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;236700
4;Juan Morales;9/05/2024;10:30:00 p. m.;Terminado;Meya;1;Sin cebolla;39000;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;73400
3;Norbey Hernández;10/05/2024;10:35:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
1;Norbey Hernández;11/05/2024;10:41:00 p. m.;Terminado;Lomo de res;2;Bien cocido;42000;Limonda Natural;2;Con Azucar ;9000;Tiramisú;2;Con endulzante;24900;151800
3;Elizabeth Restrepo;12/05/2024;10:45:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
3;Norbey Hernández;13/05/2024;10:48:00 p. m.;Terminado;Churrasco;2;Termino azul;44500;Limonada saborizada;2;De Coco;9500;Tiramisú;2;Con endulzante;24900;157800
2;Elizabeth Restrepo;14/05/2024;10:50:00 p. m.;Terminado;Lomo salteado;4;Termino azul;44500;Limonada saborizada;4;De Coco;9500;Tiramisú;4;Con endulzante;24900;315600
1;Juan Morales;15/05/2024;10:55:00 p. m.;Terminado;Punta de anca;3;Termino Medio;44500;Limonada saborizada;3;De cereza;9500;Tiramisú;3;Con endulzante;24900;236700
6;Elizabeth Restrepo;16/05/2024;12:00:00 p. m.;Terminado;Churrasco;5;Termino azul;44500;Limonada saborizada;5;De Coco;9500;Tiramisú;5;Con endulzante;24900;394500
1;Juan Morales;17/05/2024;12:05:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
4;Elizabeth Restrepo;18/05/2024;12:10:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
2;Norbey Hernández;19/05/2024;12:15:00 p. m.;Terminado;Punta de anca;5;Termino Medio;44500;Limonada saborizada;5;De cereza;9500;Tiramisú;5;Con endulzante;24900;394500
5;Elizabeth Restrepo;20/05/2024;12:20:00 p. m.;Terminado;Lomo de res;3;Bien cocido;42000;Limonda Natural;3;Con Azucar ;9000;Tiramisú;3;Con endulzante;24900;227700
2;Norbey Hernández;21/05/2024;12:25:00 p. m.;Terminado;Regnar;2;Con extra Queso ;38000;Limonda Natural;2;Con endulzante;9000;Limonda Natural;2;Con endulzante;9000;112000
5;Elizabeth Restrepo;22/05/2024;12:30:00 p. m.;Terminado;Churrasco;2;Termino azul;44500;Limonada saborizada;2;De Coco;9500;Tiramisú;2;Con endulzante;24900;157800
4;Juan Morales;23/05/2024;12:32:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
5;Elizabeth Restrepo;24/05/2024;12:35:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
2;Juan Morales;25/05/2024;12:40:00 p. m.;Terminado;Super burguer;1;Con doble queso;39500;Limonda Natural;1;Con Azucar ;9000;Limonda Natural;1;Con Azucar ;9000;57500
5;Elizabeth Restrepo;26/05/2024;12:45:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
1;Elizabeth Restrepo;27/05/2024;1:00:00 p. m.;Terminado;Lomo de res;4;Bien cocido;42000;Limonda Natural;4;Con Azucar ;9000;Tiramisú;4;Con endulzante;24900;303600
2;Juan Morales;28/05/2024;1:05:00 p. m.;Terminado;Punta de anca;5;Termino Medio;44500;Limonada saborizada;5;De cereza;9500;Tiramisú;5;Con endulzante;24900;394500
3;Elizabeth Restrepo;29/05/2024;1:15:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
2;Juan Morales;30/05/2024;1:22:00 p. m.;Terminado;Churrasco;3;Termino azul;44500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;236700
2;Elizabeth Restrepo;31/05/2024;1:28:00 p. m.;Terminado;Te helado;3;Sin azucar;8000;Tiramisú;3;Con endulzante;24900;Agua;3;;0;98700
3;Norbey Hernández;21/03/2024;1:40:00 p. m.;Terminado;Punta de anca;5;Termino Medio;44500;Limonada saborizada;5;De cereza;9500;Tiramisú;5;Con endulzante;24900;394500
2;Juan Morales;22/03/2024;1:42:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
1;Elizabeth Restrepo;23/03/2024;1:45:00 p. m.;Terminado;Rulet de pollo;4;Termino medio;37900;Limonada saborizada;4;De cereza;9500;Tiramisú;4;Con endulzante;24900;289200
2;Juan Morales;24/03/2024;1:48:00 p. m.;Terminado;Lomo salteado;5;Termino azul;44500;Limonada saborizada;5;De Coco;9500;Tiramisú;5;Con endulzante;24900;394500
1;Norbey Hernández;25/03/2024;1:51:00 p. m.;Terminado;Punta de anca;4;Termino Medio;44500;Limonada saborizada;4;De cereza;9500;Tiramisú;4;Con endulzante;24900;315600
2;Norbey Hernández;26/03/2024;1:55:00 p. m.;Terminado;Lomo de res;3;Bien cocido;42000;Limonda Natural;3;Con Azucar ;9000;Tiramisú;3;Con endulzante;24900;227700
3;Juan Morales;27/03/2024;1:58:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
3;Juan Morales;28/03/2024;2:02:00 p. m.;Terminado;Punta de anca;1;Termino Medio;44500;Limonada saborizada;1;De cereza;9500;Tiramisú;1;Con endulzante;24900;78900
1;Elizabeth Restrepo;29/03/2024;2:05:00 p. m.;Terminado;Limonada natural;6;Con endulzante;9000;Limonda Natural;6;Con endulzante;9000;Limonda Natural;6;Con endulzante;9000;162000
2;Norbey Hernández;30/03/2024;2:08:00 p. m.;Terminado;Churrasco;3;Termino azul;44500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;236700
5;Elizabeth Restrepo;31/03/2024;2:10:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
4;Juan Morales;1/04/2024;2:20:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
4;Elizabeth Restrepo;2/04/2024;2:30:00 p. m.;Terminado;Lomo de res;8;Bien cocido;42000;Limonda Natural;8;Con Azucar ;9000;Tiramisú;8;Con endulzante;24900;607200
4;Norbey Hernández;3/04/2024;2:35:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
4;Juan Morales;4/04/2024;2:41:00 p. m.;Terminado;Lomo salteado;2;Termino azul;44500;Limonada saborizada;2;De Coco;9500;Tiramisú;2;Con endulzante;24900;157800
3;Norbey Hernández;5/04/2024;2:45:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
2;Elizabeth Restrepo;6/04/2024;2:48:00 p. m.;Terminado;Lomo de res;2;Bien cocido;42000;Limonda Natural;2;Con Azucar ;9000;Tiramisú;2;Con endulzante;24900;151800
3;Juan Morales;7/04/2024;2:50:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
1;Norbey Hernández;8/04/2024;2:55:00 p. m.;Terminado;Lomo de res;1;Bien cocido;42000;Limonda Natural;1;Con Azucar ;9000;Tiramisú;1;Con endulzante;24900;75900
3;Elizabeth Restrepo;9/04/2024;3:00:00 p. m.;Terminado;Punta de anca;1;Termino Medio;44500;Limonada saborizada;1;De cereza;9500;Tiramisú;1;Con endulzante;24900;78900
2;Norbey Hernández;10/04/2024;3:02:00 p. m.;Terminado;Lomo de res;3;Bien cocido;42000;Limonda Natural;3;Con Azucar ;9000;Tiramisú;3;Con endulzante;24900;227700
3;Juan Morales;11/04/2024;3:05:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
2;Elizabeth Restrepo;12/04/2024;3:07:00 p. m.;Terminado;Lomo de res;2;Bien cocido;42000;Limonda Natural;2;Con Azucar ;9000;Tiramisú;2;Con endulzante;24900;151800
2;Juan Morales;13/04/2024;3:09:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
4;Elizabeth Restrepo;14/04/2024;3:15:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
3;Norbey Hernández;15/04/2024;3:18:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
1;Juan Morales;16/04/2024;3:22:00 p. m.;Terminado;Lomo salteado;2;Termino azul;41500;Limonada saborizada;2;De Coco;9500;Tiramisú;2;Con endulzante;24900;151800
3;Norbey Hernández;17/04/2024;3:28:00 p. m.;Terminado;Punta de anca;2;Termino Medio;44500;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;157800
3;Elizabeth Restrepo;18/04/2024;3:32:00 p. m.;Terminado;Lomo de res;1;Bien cocido;42000;Limonda Natural;1;Con Azucar ;9000;Tiramisú;1;Con endulzante;24900;75900
2;Elizabeth Restrepo;19/04/2024;3:40:00 p. m.;Terminado;Paella Valenciana;3;Sin ajonjoli;41500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;227700
1;Juan Morales;20/04/2024;3:46:00 p. m.;Terminado;Limonada saborizada;3;De Coco;9500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;131700
6;Norbey Hernández;21/04/2024;3:50:00 p. m.;Terminado;Punta de anca;4;Termino Medio;44500;Limonada saborizada;4;De cereza;9500;Tiramisú;4;Con endulzante;24900;315600
1;Elizabeth Restrepo;22/04/2024;3:58:00 p. m.;Terminado;Lomo salteado;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
4;Elizabeth Restrepo;23/04/2024;4:04:00 p. m.;Terminado;Churrasco;3;Termino azul;44500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;236700
2;Norbey Hernández;24/04/2024;4:10:00 p. m.;Terminado;Lomo de res;2;Bien cocido;42000;Limonda Natural;2;Con Azucar ;9000;Tiramisú;2;Con endulzante;24900;151800
5;Elizabeth Restrepo;25/04/2024;4:14:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
2;Juan Morales;26/04/2024;4:18:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
5;Elizabeth Restrepo;27/04/2024;4:22:00 p. m.;Terminado;Punta de anca;1;Termino Medio;44500;Limonada saborizada;1;De cereza;9500;Tiramisú;1;Con endulzante;24900;78900
4;Norbey Hernández;28/04/2024;4:30:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
5;Juan Morales;29/04/2024;4:40:00 p. m.;Terminado;Churrasco;5;Termino azul;44500;Limonada saborizada;5;De Coco;9500;Tiramisú;5;Con endulzante;24900;394500
2;Norbey Hernández;30/04/2024;4:45:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
5;Elizabeth Restrepo;1/05/2024;4:52:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
1;Juan Morales;2/05/2024;4:59:00 p. m.;Terminado;Paella Valenciana;3;Sin ajonjoli;41500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;227700
2;Elizabeth Restrepo;3/05/2024;5:01:00 p. m.;Terminado;Punta de anca;3;Termino Medio;44500;Limonada saborizada;3;De cereza;9500;Tiramisú;3;Con endulzante;24900;236700
3;Elizabeth Restrepo;4/05/2024;5:04:00 p. m.;Terminado;Lomo salteado;2;Termino azul;44500;Limonada saborizada;2;De Coco;9500;Tiramisú;2;Con endulzante;24900;157800
2;Juan Morales;5/05/2024;5:10:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
2;Elizabeth Restrepo;6/05/2024;5:12:00 p. m.;Terminado;Rulet de pollo;3;Termino medio;37900;Limonada saborizada;3;De cereza;9500;Tiramisú;3;Con endulzante;24900;216900
3;Norbey Hernández;7/05/2024;5:14:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
2;Juan Morales;8/05/2024;5:17:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
1;Norbey Hernández;9/05/2024;5:19:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
2;Elizabeth Restrepo;10/05/2024;5:23:00 p. m.;Terminado;Punta de anca;5;Termino Medio;44500;Limonada saborizada;5;De cereza;9500;Tiramisú;5;Con endulzante;24900;394500
1;Norbey Hernández;11/05/2024;5:26:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
2;Juan Morales;12/05/2024;5:32:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
3;Elizabeth Restrepo;13/05/2024;5:40:00 p. m.;Terminado;Rulet de pollo;4;Termino medio;37900;Limonada saborizada;4;De cereza;9500;Tiramisú;4;Con endulzante;24900;289200
3;Norbey Hernández;14/05/2024;5:48:00 p. m.;Terminado;Punta de anca;2;Termino Medio;44500;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;157800
1;Juan Morales;15/05/2024;5:53:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
2;Norbey Hernández;16/05/2024;5:58:00 p. m.;Terminado;Punta de anca;1;Termino Medio;44500;Limonada saborizada;1;De cereza;9500;Tiramisú;1;Con endulzante;24900;78900
5;Elizabeth Restrepo;17/05/2024;6:01:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
4;Elizabeth Restrepo;18/05/2024;6:04:00 p. m.;Terminado;Rulet de pollo;1;Termino medio;37900;Limonada saborizada;1;De cereza;9500;Tiramisú;1;Con endulzante;24900;72300
3;Juan Morales;19/05/2024;6:06:00 p. m.;Terminado;Churrasco;1;Termino azul;44500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;78900
2;Norbey Hernández;20/05/2024;6:09:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
1;Elizabeth Restrepo;21/05/2024;6:11:00 p. m.;Terminado;Lomo de res;3;Bien cocido;42000;Limonda Natural;3;Con Azucar ;9000;Tiramisú;3;Con endulzante;24900;227700
2;Elizabeth Restrepo;22/05/2024;6:12:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
1;Norbey Hernández;23/05/2024;6:15:00 p. m.;Terminado;Rulet de pollo;3;Termino medio;37900;Limonada saborizada;3;De cereza;9500;Tiramisú;3;Con endulzante;24900;216900
2;Elizabeth Restrepo;24/05/2024;6:18:00 p. m.;Terminado;Paella Valenciana;1;Sin ajonjoli;41500;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;75900
3;Juan Morales;25/05/2024;6:19:00 p. m.;Terminado;Rulet de pollo;4;Termino medio;37900;Limonada saborizada;4;De cereza;9500;Tiramisú;4;Con endulzante;24900;289200
3;Elizabeth Restrepo;26/05/2024;6:22:00 p. m.;Terminado;Tiramisú;2;Con endulzante;24900;Te helado;2;Sin azucar;8000;Te helado;2;Sin azucar;8000;81800
1;Norbey Hernández;27/05/2024;6:25:00 p. m.;Terminado;Churrasco;2;Termino azul;44500;Limonada saborizada;2;De Coco;9500;Tiramisú;2;Con endulzante;24900;157800
2;Juan Morales;28/05/2024;6:28:00 p. m.;Terminado;Lomo salteado;3;Termino azul;44500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;236700
5;Norbey Hernández;29/05/2024;6:30:00 p. m.;Terminado;Punta de anca;1;Termino Medio;44500;Limonada saborizada;1;De cereza;9500;Tiramisú;1;Con endulzante;24900;78900
4;Elizabeth Restrepo;30/05/2024;6:32:00 p. m.;Terminado;Lomo de res;3;Bien cocido;42000;Limonda Natural;3;Con Azucar ;9000;Tiramisú;3;Con endulzante;24900;227700
2;Elizabeth Restrepo;31/05/2024;6:35:00 p. m.;Terminado;brazo de reina;2;Sin azucar;22000;Limonada saborizada;2;De Coco;9500;Tiramisú;2;Con endulzante;24900;112800
1;Norbey Hernández;21/03/2024;6:37:00 p. m.;Terminado;Punta de anca;2;Termino Medio;44500;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;157800
2;Juan Morales;22/03/2024;6:38:00 p. m.;Terminado;Lomo de res;5;Bien cocido;42000;Limonda Natural;5;Con Azucar ;9000;Tiramisú;5;Con endulzante;24900;379500
3;Elizabeth Restrepo;23/03/2024;6:39:00 p. m.;Terminado;Rulet de pollo;4;Termino medio;37900;Limonada saborizada;4;De cereza;9500;Tiramisú;4;Con endulzante;24900;289200
3;Norbey Hernández;24/03/2024;6:41:00 p. m.;Terminado;Postre Tentación;2;Con endulzante;23900;Limonada Natural;2;Con endulzante;9000;Limonda Natural;2;Con endulzante;9000;83800
1;Juan Morales;25/03/2024;6:43:00 p. m.;Terminado;Punta de anca;3;Termino Medio;44500;Limonada saborizada;3;De cereza;9500;Tiramisú;3;Con endulzante;24900;236700
2;Norbey Hernández;26/03/2024;6:45:00 p. m.;Terminado;Churrasco;3;Termino azul;44500;Limonada saborizada;3;De Coco;9500;Tiramisú;3;Con endulzante;24900;236700
5;Elizabeth Restrepo;27/03/2024;6:48:00 p. m.;Terminado;Meya;1;Sin cebolla;39000;Limonada saborizada;1;De Coco;9500;Tiramisú;1;Con endulzante;24900;73400
4;Elizabeth Restrepo;28/03/2024;6:50:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
3;Juan Morales;29/03/2024;6:52:00 p. m.;Terminado;Lomo de res;2;Bien cocido;42000;Limonda Natural;2;Con Azucar ;9000;Tiramisú;2;Con endulzante;24900;151800
2;Norbey Hernández;30/03/2024;6:53:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
1;Elizabeth Restrepo;31/03/2024;6:55:00 p. m.;Terminado;Churrasco;2;Termino azul;44500;Limonada saborizada;2;De Coco;9500;Tiramisú;2;Con endulzante;24900;157800
2;Elizabeth Restrepo;1/04/2024;6:58:00 p. m.;Terminado;Lomo salteado;4;Termino azul;44500;Limonada saborizada;4;De Coco;9500;Tiramisú;4;Con endulzante;24900;315600
1;Norbey Hernández;2/04/2024;6:59:00 p. m.;Terminado;Punta de anca;3;Termino Medio;44500;Limonada saborizada;3;De cereza;9500;Tiramisú;3;Con endulzante;24900;236700
1;Juan Morales;3/04/2024;7:00:00 p. m.;Terminado;Punta de anca;7;Termino Medio;44500;Limonada saborizada;7;De cereza;9500;Tiramisú;7;Con endulzante;24900;552300
2;Elizabeth Restrepo;4/04/2024;8:01:00 p. m.;Terminado;Rulet de pollo;2;Termino medio;37900;Limonada saborizada;2;De cereza;9500;Tiramisú;2;Con endulzante;24900;144600
